"","STATION","NAME","LATITUDE","LONGITUDE","DATE","THUNDER","WIND","FOG","RAIN","SNOW","HAIL"
"1","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-01",0,0,0,0,0,0
"2","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-02",0,0,0,0,0,0
"3","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-03",0,0,0,0,0,0
"4","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-06",0,0,0,0,0,0
"5","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-07",0,0,0,1,0,0
"6","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-08",0,0,0,0,0,0
"7","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-09",0,0,0,1,0,0
"8","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-14",0,0,0,0,0,0
"9","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-15",0,0,0,0,0,0
"10","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-16",0,0,0,0,0,0
"11","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-17",0,0,0,0,0,0
"12","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-18",0,0,0,1,0,0
"13","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-19",0,0,0,1,0,0
"14","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-20",0,0,0,0,0,0
"15","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-21",0,0,0,0,0,0
"16","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-22",0,0,0,0,0,0
"17","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-23",0,0,0,0,0,0
"18","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-01-29",0,0,0,0,0,0
"19","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-01",0,0,0,0,0,0
"20","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-04",0,0,0,0,0,0
"21","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-05",0,0,0,0,0,0
"22","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-06",0,0,0,0,0,0
"23","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-07",0,0,0,0,0,0
"24","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-10",0,0,0,1,0,0
"25","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-11",0,0,0,0,0,0
"26","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-12",0,0,0,0,0,0
"27","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-13",0,0,0,0,0,0
"28","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-19",0,0,0,0,0,0
"29","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-23",0,0,0,0,0,0
"30","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-24",0,0,0,0,0,0
"31","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-25",0,0,0,0,0,0
"32","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-26",0,0,0,0,0,0
"33","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-27",0,0,0,1,0,0
"34","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-02-28",0,0,0,0,0,0
"35","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-01",0,0,0,0,0,0
"36","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-02",0,0,0,1,0,0
"37","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-03",0,0,0,0,0,0
"38","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-04",0,0,0,1,0,0
"39","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-05",0,0,0,1,0,0
"40","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-06",0,0,0,1,0,0
"41","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-07",0,0,0,0,0,0
"42","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-08",0,0,0,0,0,0
"43","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-09",0,0,0,0,0,0
"44","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-10",0,0,0,0,0,0
"45","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-11",0,0,0,1,0,0
"46","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-12",0,0,0,0,0,0
"47","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-13",0,0,0,0,0,0
"48","US1NYWC0003","WHITE PLAINS 3.1 NNW, NY US",41.0639,-73.7722,"2015-03-16",0,0,0,0,0,0
