Count_byhour,groups_byhour,mean_lat,mean_long
2,2015-01-01 00:00:00,40.7238531497074,-73.975209089048
58,2015-01-01 00:00:00,40.5566780542175,-74.1898026069764
54,2015-01-01 00:00:00,40.7780774397438,-73.9233958241691
3,2015-01-01 00:00:00,40.6779307564776,-73.7903174343248
6,2015-01-01 00:00:00,40.7020910937864,-74.0154773833862
51,2015-01-01 00:00:00,40.6251959729294,-74.0292460573035
21,2015-01-01 00:00:00,40.7909948597197,-73.7786061850559
3,2015-01-01 00:00:00,40.7628112631648,-73.7679723285313
4,2015-01-01 00:00:00,40.6923989522704,-73.9503161777868
44,2015-01-01 00:00:00,40.8688767444921,-73.8893868116874
11,2015-01-01 00:00:00,40.7346818878807,-73.7288697101857
1,2015-01-01 00:00:00,40.8589407369999,-73.8853661064545
5,2015-01-01 00:00:00,40.5968857703449,-73.9904398061962
8,2015-01-01 00:00:00,40.608805230787,-73.9957985575207
4,2015-01-01 00:00:00,40.604624352972,-74.1905121246578
16,2015-01-01 00:00:00,40.6865876621014,-73.9859294600869
33,2015-01-01 00:00:00,40.6307374824922,-73.9879517726923
3,2015-01-01 00:00:00,40.5612983726325,-73.8908193014717
6,2015-01-01 00:00:00,40.5799339928816,-73.9605073470758
3,2015-01-01 00:00:00,40.6028820419107,-73.8228958680794
1,2015-01-01 00:00:00,40.6969642709593,-73.9955014550299
37,2015-01-01 00:00:00,40.7027018983048,-73.9741756868017
2,2015-01-01 00:00:00,40.6639906213071,-73.9103289320326
2,2015-01-01 00:00:00,40.6992599124754,-73.916834296979
57,2015-01-01 00:00:00,40.6954642733909,-73.9239207277293
73,2015-01-01 00:00:00,40.695104353263,-73.7355302122296
3,2015-01-01 00:00:00,40.6778994325929,-73.996625644593
25,2015-01-01 00:00:00,40.8033561294057,-73.9505732206086
51,2015-01-01 00:00:00,40.8263844460338,-73.9370746563841
38,2015-01-01 00:00:00,40.7815070348396,-73.9664977087556
23,2015-01-01 00:00:00,40.529939284357,-74.2373481831275
22,2015-01-01 00:00:00,40.8502674532625,-73.7858510856063
2,2015-01-01 00:00:00,40.7613980891922,-73.9907439534615
130,2015-01-01 00:00:00,40.6902544680917,-73.9613822546632
43,2015-01-01 00:00:00,40.7678375764203,-73.9974739297304
122,2015-01-01 00:00:00,40.8755322643422,-73.830370511045
1,2015-01-01 00:00:00,40.6865199574594,-73.9962398962161
13,2015-01-01 00:00:00,40.783239730408,-73.8510613882817
1,2015-01-01 00:00:00,40.6874917376814,-74.0037509852355
6,2015-01-01 00:00:00,40.5753905148591,-73.9879681399385
5,2015-01-01 00:00:00,40.7407914299145,-73.8566082287682
6,2015-01-01 00:00:00,40.7520929946295,-73.8533296084073
3,2015-01-01 00:00:00,40.675122779212,-73.935579550310507
60,2015-01-01 00:00:00,40.6662164279193,-73.9463289500483
9,2015-01-01 00:00:00,40.680950949601,-73.8845726368457
3,2015-01-01 00:00:00,40.7626356290436,-73.7486338029276
1,2015-01-01 00:00:00,40.6958705015447,-73.9852380136417
18,2015-01-01 00:00:00,40.7031327325329,-73.9876866364636
32,2015-01-01 00:00:00,40.6174332114654,-74.0150420824396
4,2015-01-01 00:00:00,40.7482505541593,-74.0005533800145
133,2015-01-01 00:00:00,40.8305828737174,-73.9151313407231
4,2015-01-01 00:00:00,40.6427601050979,-73.9359573401764
3,2015-01-01 00:00:00,40.6525940219556,-73.9214818877256
2,2015-01-01 00:00:00,40.7529451500859,-73.807168790301
3,2015-01-01 00:00:00,40.804589317055,-73.9340117667242
19,2015-01-01 00:00:00,40.7882556906881,-73.9418792846946
26,2015-01-01 00:00:00,40.6548195724065,-73.8755373169671
